index,dim1,dim2,dim3,dim4
0,0.3412757392363188,-0.9216244154913587,0.23111912856768835,0.9055833139438891
1,0.08976636599379373,-0.5538367347187634,0.6123879780921715,-0.3599656983550643
2,0.08976636599379373,0.6275956394049544,0.8389652274893471,-0.3761100090407963
3,-0.47088877579074606,0.6419864596958702,0.8561625869311817,-0.5242143572509828
4,-0.12482557747461498,-0.6820608327089606,0.30420654000337777,0.6620969104723808
5,0.22419144544484282,-0.9216244154913587,-0.26487625990420693,-0.4733552465256987
6,0.3636405982069668,0.1332029084131503,0.8561625869311817,-0.573376045265036
7,-0.2331169623484446,-0.5538367347187634,-0.961613603381333,-0.3761100090407963
8,0.22419144544484282,-0.7236340973027724,0.44411119894069584,-0.573376045265036
9,-0.1227969730753593,-0.8121189784831166,-0.7290518715550995,0.8947411809778485
10,0.0976270078546495,0.1625457452717174,0.44411119894069584,0.9806778947934087
11,-0.5822464878103306,-0.17147401097066006,0.44411119894069584,-0.09260631088790938
12,0.22419144544484282,0.1523146688356738,-0.7011033906840125,-0.573376045265036
13,0.556313501899701,-0.8121189784831166,0.18174552249634646,0.8947411809778485
14,0.5983171284334472,-0.5538367347187634,0.45050855963928105,-0.3761100090407963
15,-0.8257414005969186,-0.6820608327089606,0.45050855963928105,-0.6706116870041745
16,-0.8257414005969186,-0.3628620950973527,-0.8913240233214927,-0.45291593036872846
17,0.13686789773729702,0.1332029084131503,0.30420654000337777,-0.4733552465256987
18,-0.5822464878103306,0.1332029084131503,0.30420654000337777,-0.45291593036872846
19,0.5983171284334472,-0.8078031842120739,0.44411119894069584,-0.09260631088790938
20,0.0976270078546495,0.1625457452717174,-0.8616660090897239,-0.07284915127037861
21,-0.5822464878103306,-0.6820608327089606,-0.8616660090897239,-0.3599656983550643
22,-0.36914329815163227,-0.6820608327089606,0.18174552249634646,0.9055833139438891
23,-0.7634511482621336,0.6928173449422557,-0.961613603381333,-0.8839416793522488
24,0.13686789773729702,-0.9906090476149059,0.8389652274893471,-0.9506425432173375
25,0.8893378340991678,0.9535221763806743,-0.41984478557911187,0.9806778947934087
26,-0.36914329815163227,-0.6820608327089606,0.44411119894069584,0.07126560604991661
27,-0.4934167949204358,0.6419864596958702,0.6146379174500214,-0.019082382764865846
28,-0.1227969730753593,0.47038804424518976,-0.961613603381333,0.9055833139438891
29,-0.36914329815163227,0.6928173449422557,0.45050855963928105,-0.9506425432173375
30,-0.4934167949204358,0.1332029084131503,0.44411119894069584,-0.09260631088790938
31,0.0976270078546495,-0.40771960495571014,0.5873954067148413,0.8947411809778485
32,-0.5822464878103306,-0.6820608327089606,-0.961613603381333,0.392686977630919
33,-0.4934167949204358,-0.9216244154913587,-0.8616660090897239,-0.573376045265036
34,0.13686789773729702,-0.7236340973027724,0.8561625869311817,0.8947411809778485
35,-0.8257414005969186,0.1730258696201663,0.8389652274893471,-0.3599656983550643
36,0.0976270078546495,0.47038804424518976,-0.26487625990420693,-0.6706116870041745
37,0.22419144544484282,-0.9906090476149059,-0.8616660090897239,-0.6276139882393277
38,-0.8257414005969186,0.1730258696201663,0.6146379174500214,-0.6276139882393277
39,0.3636405982069668,-0.3628620950973527,-0.7290518715550995,-0.07284915127037861
40,-0.8257414005969186,0.1332029084131503,0.44411119894069584,-0.573376045265036
41,0.5983171284334472,0.47038804424518976,-0.961613603381333,0.07126560604991661
42,-0.7634511482621336,-0.17147401097066006,0.23111912856768835,-0.3761100090407963
43,-0.8257414005969186,0.1332029084131503,0.711606684785222,-0.6706116870041745
44,-0.7634511482621336,-0.5538367347187634,-0.41984478557911187,-0.5850598491177812
45,-0.4934167949204358,0.1523146688356738,0.8561625869311817,-0.07284915127037861
46,0.3952623918545297,-0.9906090476149059,-0.7290518715550995,-0.07284915127037861
47,-0.1227969730753593,0.1730258696201663,-0.7011033906840125,0.6620969104723808
48,-0.2331169623484446,-0.7236340973027724,0.30420654000337777,-0.9506425432173375
49,0.13686789773729702,-0.8121189784831166,0.8389652274893471,-0.3761100090407963
50,0.3412757392363188,-0.17147401097066006,0.45050855963928105,-0.573376045265036
51,-0.1227969730753593,-0.6820608327089606,0.711606684785222,-0.573376045265036
52,-0.4934167949204358,0.47038804424518976,-0.961613603381333,-0.5242143572509828
53,0.5983171284334472,-0.8078031842120739,-0.41984478557911187,0.392686977630919
54,-0.36914329815163227,0.1625457452717174,0.5873954067148413,0.392686977630919
55,0.3952623918545297,-0.7236340973027724,0.2879803984592748,0.9055833139438891
56,0.08976636599379373,-0.6820608327089606,-0.8913240233214927,-0.8839416793522488
57,-0.5822464878103306,-0.40771960495571014,0.44411119894069584,0.07126560604991661
58,-0.8257414005969186,-0.3628620950973527,0.23111912856768835,-0.45291593036872846
59,0.5983171284334472,-0.7236340973027724,0.30420654000337777,0.8947411809778485
60,0.08976636599379373,0.1332029084131503,0.2879803984592748,-0.573376045265036
61,-0.47088877579074606,0.4326544082371311,0.5873954067148413,-0.019082382764865846
62,0.08976636599379373,0.6419864596958702,0.8561625869311817,-0.9506425432173375
63,-0.47088877579074606,0.9535221763806743,0.8561625869311817,0.392686977630919
64,0.5983171284334472,-0.8121189784831166,0.18174552249634646,0.9806778947934087
65,-0.12482557747461498,0.1332029084131503,-0.961613603381333,0.07126560604991661
66,0.13686789773729702,-0.6820608327089606,0.2879803984592748,-0.9506425432173375
67,0.3952623918545297,-0.6820608327089606,0.45998112484811604,-0.5850598491177812
68,0.13686789773729702,-0.8078031842120739,-0.7290518715550995,-0.3599656983550643
69,-0.8257414005969186,-0.40771960495571014,0.6146379174500214,0.9055833139438891
70,-0.7634511482621336,0.6928173449422557,0.711606684785222,0.9055833139438891
71,-0.12482557747461498,-0.3628620950973527,0.2879803984592748,0.9806778947934087
72,-0.2331169623484446,0.47038804424518976,0.711606684785222,0.9806778947934087
73,0.13608912218786462,0.4326544082371311,0.23111912856768835,0.6620969104723808
74,-0.8257414005969186,0.1523146688356738,0.5873954067148413,-0.6706116870041745
75,0.22419144544484282,0.47038804424518976,-0.8913240233214927,-0.3761100090407963
76,-0.1227969730753593,0.1523146688356738,0.30420654000337777,-0.07284915127037861
77,0.8893378340991678,-0.3628620950973527,0.711606684785222,-0.45291593036872846
78,0.13686789773729702,0.9535221763806743,-0.8616660090897239,-0.4733552465256987
79,0.22419144544484282,-0.6820608327089606,0.23111912856768835,-0.4733552465256987
80,-0.47088877579074606,-0.5538367347187634,0.23111912856768835,-0.6276139882393277
81,-0.1227969730753593,0.1625457452717174,0.18174552249634646,-0.45291593036872846
82,-0.47088877579074606,-0.9216244154913587,0.5873954067148413,-0.4733552465256987
83,0.0976270078546495,-0.3628620950973527,0.45998112484811604,-0.573376045265036
84,0.8893378340991678,-0.8121189784831166,-0.7290518715550995,0.9806778947934087
